,week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
44959,2018-09-02,14,32089527.57,Hamilton,Richard Rodgers Theatre,3250034.0,2895648.0,302.16,849.0,10756,1321,1.0178,8,0
44960,2018-09-02,14,32089527.57,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2145500.0,1988464.0,165.34,296.5,12976,1622,1.0,8,0
44961,2018-09-02,14,32089527.57,Head Over Heels,Hudson Theatre,256378.25,883552.0,67.41,258.0,3803,963,0.4936,8,0
44962,2018-09-02,14,32089527.57,Kinky Boots,Al Hirschfeld Theatre,669492.85,1294256.0,90.5,249.0,7398,1424,0.6494,8,0
44963,2018-09-02,14,32089527.57,Mean Girls,August Wilson Theatre,1570010.05,1469426.0,158.63,377.5,9897,1225,1.0099,8,0
44964,2018-09-02,14,32089527.57,My Fair Lady,Vivian Beaumont Theater,1201995.0,1396120.0,148.47,323.0,8096,1069,0.9467,8,0
44965,2018-09-02,14,32089527.57,Once On This Island,Circle in the Square Theatre,432460.5,792176.0,98.15,249.5,4406,696,0.7913,8,0
44966,2018-09-02,14,32089527.57,Pretty Woman: The Musical,Nederlander Theatre,1219728.0,1365328.0,132.75,275.0,9188,1168,0.9833,8,0
44967,2018-09-02,14,32089527.57,School of Rock - The Musical,Winter Garden Theatre,715963.0,1443688.0,90.4,223.0,7920,1523,0.65,8,0
44968,2018-09-02,14,32089527.57,"SpongeBob SquarePants, The Broadway Musical",Palace Theatre,975286.0,1408776.0,83.43,248.0,11690,1610,0.9076,8,0
44969,2018-09-02,14,32089527.57,Springsteen On Broadway,Walter Kerr Theatre,1930020.0,1907420.0,508.97,0.0,3792,948,1.0,4,0
44970,2018-09-02,14,32089527.57,Straight White Men,Helen Hayes Theater,381105.95,638296.0,86.15,249.0,4424,581,0.9518,8,0
44971,2018-09-02,14,32089527.57,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,706901.0,1455668.0,87.57,297.0,8072,1470,0.6864,8,0
44972,2018-09-02,14,32089527.57,The Band's Visit,Ethel Barrymore Theatre,938572.34,1024568.0,116.29,297.0,8071,1039,0.971,8,0
44973,2018-09-02,14,32089527.57,The Book of Mormon,Eugene O'Neill Theatre,1153931.0,1190502.0,133.03,477.5,8674,1047,1.0356,8,0
44974,2018-09-02,14,32089527.57,The Lion King,Minskoff Theatre,2110602.0,2093609.0,156.4,225.0,13495,1696,0.9946,8,0
44975,2018-09-02,14,32089527.57,The Phantom of the Opera,Majestic Theatre,1041155.22,1375702.0,92.49,213.0,11257,1605,0.8767,8,0
44976,2018-09-02,14,32089527.57,The Play That Goes Wrong,Lyceum Theatre,306496.5,677688.0,66.27,197.0,4625,854,0.677,8,0
44977,2018-09-02,14,32089527.57,Waitress,Brooks Atkinson Theatre,637230.5,1019480.0,97.2,270.0,6556,1045,0.7842,8,0
44978,2018-09-02,14,32089527.57,Wicked,Gershwin Theatre,1539772.0,1779845.0,117.93,240.0,13057,1807,0.9032,8,0
44979,2018-09-09,15,29524979.46,Aladdin,New Amsterdam Theatre,1146471.0,1510533.0,88.48,199.5,12958,1727,0.9379,8,0
44980,2018-09-09,15,29524979.46,Anastasia,Broadhurst Theatre,743501.12,1093588.0,90.95,273.0,8175,1143,0.894,8,0
44981,2018-09-09,15,29524979.46,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,639396.0,1106908.0,95.49,247.0,6696,1026,0.8158,8,0
44982,2018-09-09,15,29524979.46,Bernhardt/Hamlet,American Airlines Theatre,243680.7,538160.0,56.66,0.0,4301,736,0.8348,0,7
44983,2018-09-09,15,29524979.46,Carousel,Imperial Theatre,547380.21,1622728.0,70.95,323.0,7715,1428,0.6753,8,0
44984,2018-09-09,15,29524979.46,Chicago,Ambassador Theatre,663768.84,967724.0,82.19,187.0,8076,1080,0.9347,8,0
44985,2018-09-09,15,29524979.46,Come From Away,Gerald Schoenfeld Theatre,1015383.8,1154784.0,119.57,347.0,8492,1046,1.0148,8,0
44986,2018-09-09,15,29524979.46,Dear Evan Hansen,Music Box Theatre,1369013.98,1425136.0,176.9,448.0,7739,984,0.9831,8,0
44987,2018-09-09,15,29524979.46,Frozen,St. James Theatre,1566054.0,1829134.0,124.9,325.0,12538,1684,0.9307,8,0
44988,2018-09-09,15,29524979.46,Gettin' the Band Back Together,Belasco Theatre,195896.0,952220.0,57.92,197.5,3382,955,0.4427,8,0
44989,2018-09-09,15,29524979.46,Hamilton,Richard Rodgers Theatre,3209201.0,2895648.0,298.36,849.0,10756,1321,1.0178,8,0
44990,2018-09-09,15,29524979.46,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2042596.0,1988464.0,157.41,296.5,12976,1622,1.0,8,0
44991,2018-09-09,15,29524979.46,Head Over Heels,Hudson Theatre,215899.0,883552.0,65.17,258.0,3313,963,0.43,8,0
44992,2018-09-09,15,29524979.46,Kinky Boots,Al Hirschfeld Theatre,626383.1,1294256.0,86.43,249.0,7247,1424,0.6361,8,0
44993,2018-09-09,15,29524979.46,Mean Girls,August Wilson Theatre,1240612.6,1328576.0,132.64,299.5,9353,1225,0.9544,8,0
44994,2018-09-09,15,29524979.46,My Fair Lady,Vivian Beaumont Theater,1070835.0,1396120.0,130.1,323.0,8231,1069,0.9625,8,0
44995,2018-09-09,15,29524979.46,Once On This Island,Circle in the Square Theatre,421307.5,792176.0,92.8,249.5,4540,696,0.8154,8,0
44996,2018-09-09,15,29524979.46,Pretty Woman: The Musical,Nederlander Theatre,1105407.1,1365328.0,126.43,275.0,8743,1168,0.9357,8,0
44997,2018-09-09,15,29524979.46,School of Rock - The Musical,Winter Garden Theatre,538499.98,1443688.0,75.28,223.0,7153,1523,0.5871,8,0
44998,2018-09-09,15,29524979.46,"SpongeBob SquarePants, The Broadway Musical",Palace Theatre,828817.5,1418894.0,79.47,248.0,10429,1610,0.8097,8,0
44999,2018-09-09,15,29524979.46,Springsteen On Broadway,Walter Kerr Theatre,1932670.0,1907420.0,509.67,0.0,3792,948,1.0,4,0
45000,2018-09-09,15,29524979.46,Straight White Men,Helen Hayes Theater,382324.4,638296.0,86.11,249.0,4440,581,0.9552,8,0
45001,2018-09-09,15,29524979.46,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,749340.0,1455668.0,89.07,297.0,8413,1470,0.7154,8,0
45002,2018-09-09,15,29524979.46,The Band's Visit,Ethel Barrymore Theatre,795183.8,1024568.0,101.32,297.0,7848,1039,0.9442,8,0
45003,2018-09-09,15,29524979.46,The Book of Mormon,Eugene O'Neill Theatre,1074447.0,1190502.0,124.69,477.5,8617,1047,1.0288,8,0
45004,2018-09-09,15,29524979.46,The Lion King,Minskoff Theatre,1874691.0,1899503.0,141.27,225.0,13270,1696,0.978,8,0
45005,2018-09-09,15,29524979.46,The Nap,Samuel J. Friedman Theatre,106016.0,611317.0,36.0,199.0,2945,643,0.7633,0,6
45006,2018-09-09,15,29524979.46,The Phantom of the Opera,Majestic Theatre,883838.08,1347562.0,82.75,213.0,10681,1605,0.8319,8,0
45007,2018-09-09,15,29524979.46,The Play That Goes Wrong,Lyceum Theatre,278953.0,677688.0,62.63,197.0,4454,854,0.6519,8,0
45008,2018-09-09,15,29524979.46,Waitress,Brooks Atkinson Theatre,611121.25,1019480.0,89.9,270.0,6798,1045,0.8132,8,0
45009,2018-09-09,15,29524979.46,Wicked,Gershwin Theatre,1406290.5,1779845.0,93.71,240.0,15007,1926,0.9740000000000001,8,0
45010,2018-09-16,16,28771784.4,Aladdin,New Amsterdam Theatre,1178811.5,1501219.0,90.94,199.5,12962,1727,0.9382,8,0
45011,2018-09-16,16,28771784.4,Anastasia,Broadhurst Theatre,729724.64,1093588.0,86.92,273.0,8395,1143,0.9181,8,0
45012,2018-09-16,16,28771784.4,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,757474.7,1106908.0,99.25,247.0,7632,1026,0.9298,8,0
45013,2018-09-16,16,28771784.4,Bernhardt/Hamlet,American Airlines Theatre,301943.2,615040.0,61.36,0.0,4921,736,0.8358,0,8
45014,2018-09-16,16,28771784.4,Carousel,Imperial Theatre,753033.4,1626658.0,77.87,323.0,9671,1428,0.8466,8,0
45015,2018-09-16,16,28771784.4,Chicago,Ambassador Theatre,699831.38,967724.0,83.75,187.0,8356,1080,0.9671,8,0
45016,2018-09-16,16,28771784.4,Come From Away,Gerald Schoenfeld Theatre,1082601.4,1154784.0,127.28,347.0,8506,1046,1.0165,8,0
45017,2018-09-16,16,28771784.4,Dear Evan Hansen,Music Box Theatre,1423700.0,1425136.0,179.19,448.0,7945,984,1.0093,8,0
45018,2018-09-16,16,28771784.4,Frozen,St. James Theatre,1601096.5,1829134.0,126.34,325.0,12673,1684,0.9407,8,0
45019,2018-09-16,16,28771784.4,Gettin' the Band Back Together,Belasco Theatre,255805.25,952220.0,44.1,247.5,5800,955,0.7592,8,0
45020,2018-09-16,16,28771784.4,Hamilton,Richard Rodgers Theatre,3201498.0,2895648.0,297.7,849.0,10754,1321,1.0176,8,0
45021,2018-09-16,16,28771784.4,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2004006.0,1988464.0,154.44,296.5,12976,1622,1.0,8,0
45022,2018-09-16,16,28771784.4,Head Over Heels,Hudson Theatre,232461.25,883552.0,67.89,258.0,3424,963,0.4444,8,0
45023,2018-09-16,16,28771784.4,Kinky Boots,Al Hirschfeld Theatre,758429.4,1294256.0,85.06,249.0,8916,1424,0.7827,8,0
45024,2018-09-16,16,28771784.4,Mean Girls,August Wilson Theatre,1189435.1,1328576.0,128.32,299.5,9269,1225,0.9458,8,0
45025,2018-09-16,16,28771784.4,My Fair Lady,Vivian Beaumont Theater,1148509.5,1396120.0,140.16,323.0,8194,1069,0.9581,8,0
45026,2018-09-16,16,28771784.4,Once On This Island,Circle in the Square Theatre,434147.3,792176.0,92.89,249.5,4674,696,0.8394,8,0
45027,2018-09-16,16,28771784.4,Pretty Woman: The Musical,Nederlander Theatre,1165224.3,1365328.0,126.81,275.0,9189,1168,0.9834,8,0
45028,2018-09-16,16,28771784.4,School of Rock - The Musical,Winter Garden Theatre,554869.42,1443688.0,73.79,223.0,7520,1523,0.6172,8,0
45029,2018-09-16,16,28771784.4,"SpongeBob SquarePants, The Broadway Musical",Palace Theatre,1052896.5,1418894.0,86.79,248.0,12131,1610,0.9418,8,0
45030,2018-09-16,16,28771784.4,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,820256.5,1455668.0,89.93,297.0,9121,1470,0.7756,8,0
45031,2018-09-16,16,28771784.4,The Band's Visit,Ethel Barrymore Theatre,831184.46,1024568.0,103.19,247.0,8055,1039,0.9691,8,0
45032,2018-09-16,16,28771784.4,The Book of Mormon,Eugene O'Neill Theatre,1084821.5,1190502.0,125.24,477.5,8662,1047,1.0341,8,0
45033,2018-09-16,16,28771784.4,The Lion King,Minskoff Theatre,1925953.0,1870494.0,142.36,225.0,13529,1696,0.9971,8,0
45034,2018-09-16,16,28771784.4,The Nap,Samuel J. Friedman Theatre,187664.0,694488.0,47.37,199.0,3962,643,0.7702,0,8
45035,2018-09-16,16,28771784.4,The Phantom of the Opera,Majestic Theatre,996938.2,1347562.0,84.9,213.0,11743,1605,0.9146,8,0
45036,2018-09-16,16,28771784.4,The Play That Goes Wrong,Lyceum Theatre,296680.75,677688.0,61.44,197.0,4829,854,0.7068,8,0
45037,2018-09-16,16,28771784.4,Waitress,Brooks Atkinson Theatre,642351.25,1019480.0,89.94,270.0,7142,1045,0.8543,8,0
45038,2018-09-16,16,28771784.4,Wicked,Gershwin Theatre,1460436.0,1779845.0,95.38,240.0,15312,1926,0.9938,8,0
45039,2018-09-23,17,26309335.52,Aladdin,New Amsterdam Theatre,1211534.5,1443636.0,91.41,199.5,13254,1727,0.9593,8,0
45040,2018-09-23,17,26309335.52,Anastasia,Broadhurst Theatre,585766.24,1093588.0,86.73,273.0,6754,1143,0.7386,8,0
45041,2018-09-23,17,26309335.52,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,720687.0,1106908.0,103.25,247.0,6980,1026,0.8504,8,0
45042,2018-09-23,17,26309335.52,Bernhardt/Hamlet,American Airlines Theatre,308873.3,615040.0,56.44,0.0,5473,736,0.9295,0,8
45043,2018-09-23,17,26309335.52,Chicago,Ambassador Theatre,708212.45,967724.0,87.55,187.0,8089,1080,0.9362,8,0
45044,2018-09-23,17,26309335.52,Come From Away,Gerald Schoenfeld Theatre,1099619.2,1154784.0,128.96,297.0,8527,1046,1.0190000000000001,8,0
45045,2018-09-23,17,26309335.52,Dear Evan Hansen,Music Box Theatre,1444251.25,1425136.0,182.96,448.0,7894,984,1.0028,8,0
45046,2018-09-23,17,26309335.52,Frozen,St. James Theatre,1624316.0,1829134.0,125.03,325.0,12991,1684,0.9643,8,0
45047,2018-09-23,17,26309335.52,Hamilton,Richard Rodgers Theatre,3237826.0,2895648.0,301.05,849.0,10755,1321,1.0177,8,0
45048,2018-09-23,17,26309335.52,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1553554.0,1509972.0,119.73,296.5,12976,1622,1.0,8,0
45049,2018-09-23,17,26309335.52,Head Over Heels,Hudson Theatre,211156.25,883552.0,61.13,258.0,3454,963,0.4483,8,0
45050,2018-09-23,17,26309335.52,Kinky Boots,Al Hirschfeld Theatre,658509.3,1294256.0,84.26,249.0,7815,1424,0.6859999999999999,8,0
45051,2018-09-23,17,26309335.52,Mean Girls,August Wilson Theatre,1298393.35,1328576.0,136.47,299.5,9514,1225,0.9708,8,0
45052,2018-09-23,17,26309335.52,My Fair Lady,Vivian Beaumont Theater,1166042.0,1396120.0,144.56,323.0,8066,1069,0.9432,8,0
45053,2018-09-23,17,26309335.52,Once On This Island,Circle in the Square Theatre,389854.4,792176.0,88.93,249.5,4384,696,0.7874,8,0
45054,2018-09-23,17,26309335.52,Pretty Woman: The Musical,Nederlander Theatre,1155903.3,1365328.0,125.63,275.0,9201,1168,0.9847,8,0
45055,2018-09-23,17,26309335.52,School of Rock - The Musical,Winter Garden Theatre,558873.5,1443688.0,62.63,223.0,8924,1523,0.7324,8,0
45056,2018-09-23,17,26309335.52,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,685362.0,1455668.0,98.08,297.0,6988,1470,0.5942,8,0
45057,2018-09-23,17,26309335.52,The Band's Visit,Ethel Barrymore Theatre,815014.6,1031928.0,103.51,297.0,7874,1039,0.9473,8,0
45058,2018-09-23,17,26309335.52,The Book of Mormon,Eugene O'Neill Theatre,1127157.0,1190502.0,129.53,477.5,8702,1047,1.0389,8,0
45059,2018-09-23,17,26309335.52,The Lifespan of a Fact,Studio 54,476531.0,573592.0,129.88,247.0,3669,1004,0.9136,0,4
45060,2018-09-23,17,26309335.52,The Lion King,Minskoff Theatre,2046978.0,1944916.0,150.89,225.0,13566,1696,0.9999,8,0
45061,2018-09-23,17,26309335.52,The Nap,Samuel J. Friedman Theatre,161178.3,694488.0,34.07,199.0,4731,643,0.9197,0,8
45062,2018-09-23,17,26309335.52,The Phantom of the Opera,Majestic Theatre,933441.08,1347562.0,89.35,213.0,10447,1605,0.8136,8,0
45063,2018-09-23,17,26309335.52,The Play That Goes Wrong,Lyceum Theatre,266179.0,677688.0,55.32,197.0,4812,854,0.7043,8,0
45064,2018-09-23,17,26309335.52,Waitress,Brooks Atkinson Theatre,552322.0,1019480.0,93.08,270.0,5934,1045,0.7098,8,0
45065,2018-09-23,17,26309335.52,Wicked,Gershwin Theatre,1311800.5,1779845.0,112.47,240.0,11664,1807,0.8069,8,0
45066,2018-09-30,18,29521717.1,Aladdin,New Amsterdam Theatre,1194129.9,1439942.0,92.91,199.5,12852,1727,0.9302,8,0
45067,2018-09-30,18,29521717.1,Anastasia,Broadhurst Theatre,737202.0,1093588.0,90.16,273.0,8177,1143,0.8942,8,0
45068,2018-09-30,18,29521717.1,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,781108.0,1106908.0,107.53,247.0,7264,1026,0.885,8,0
45069,2018-09-30,18,29521717.1,Bernhardt/Hamlet,American Airlines Theatre,280541.7,538160.0,59.05,250.0,4751,736,0.9222,7,0
45070,2018-09-30,18,29521717.1,Chicago,Ambassador Theatre,728813.1,967724.0,90.19,187.0,8081,1080,0.9353,8,0
45071,2018-09-30,18,29521717.1,Come From Away,Gerald Schoenfeld Theatre,1135036.5,1154784.0,133.33,297.0,8513,1046,1.0173,8,0
45072,2018-09-30,18,29521717.1,Dear Evan Hansen,Music Box Theatre,1458927.85,1425136.0,182.64,448.0,7988,984,1.0147,8,0
45073,2018-09-30,18,29521717.1,Frozen,St. James Theatre,1569170.7,1829134.0,125.34,325.0,12519,1684,0.9293,8,0
45074,2018-09-30,18,29521717.1,Hamilton,Richard Rodgers Theatre,3246831.0,2895648.0,301.89,849.0,10755,1321,1.0177,8,0
45075,2018-09-30,18,29521717.1,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2006719.0,1988464.0,154.65,296.5,12976,1622,1.0,8,0
45076,2018-09-30,18,29521717.1,Head Over Heels,Hudson Theatre,250249.15,883552.0,69.55,258.0,3598,963,0.467,8,0
45077,2018-09-30,18,29521717.1,Kinky Boots,Al Hirschfeld Theatre,648457.6,1294256.0,86.07,249.0,7534,1424,0.6613,8,0
45078,2018-09-30,18,29521717.1,Mean Girls,August Wilson Theatre,1261744.55,1328576.0,132.26,299.5,9540,1225,0.9735,8,0
45079,2018-09-30,18,29521717.1,My Fair Lady,Vivian Beaumont Theater,1104087.0,1396120.0,142.55,323.0,7745,1069,0.9056,8,0
45080,2018-09-30,18,29521717.1,Once On This Island,Circle in the Square Theatre,373076.5,792176.0,83.65,249.5,4460,696,0.8009999999999999,8,0
45081,2018-09-30,18,29521717.1,Pretty Woman: The Musical,Nederlander Theatre,1174744.7,1365328.0,126.52,275.0,9285,1168,0.9937,8,0
45082,2018-09-30,18,29521717.1,School of Rock - The Musical,Winter Garden Theatre,571549.0,1443688.0,74.77,223.0,7644,1523,0.6274,8,0
45083,2018-09-30,18,29521717.1,Springsteen On Broadway,Walter Kerr Theatre,1927620.0,1907420.0,508.34,0.0,3792,948,1.0,4,0
45084,2018-09-30,18,29521717.1,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,665020.0,1455668.0,97.54,297.0,6818,1470,0.5798,8,0
45085,2018-09-30,18,29521717.1,The Band's Visit,Ethel Barrymore Theatre,868171.6,1024568.0,111.38,297.0,7795,1039,0.9378,8,0
45086,2018-09-30,18,29521717.1,The Book of Mormon,Eugene O'Neill Theatre,1139021.5,1190502.0,130.98,477.5,8696,1047,1.0382,8,0
45087,2018-09-30,18,29521717.1,The Lifespan of a Fact,Studio 54,737129.0,1147184.0,125.0,247.0,5897,1004,0.7342,0,8
45088,2018-09-30,18,29521717.1,The Lion King,Minskoff Theatre,1990243.0,2038631.0,146.66,225.0,13570,1696,1.0001,8,0
45089,2018-09-30,18,29521717.1,The Nap,Samuel J. Friedman Theatre,180312.5,620113.0,40.22,199.0,4483,643,0.8715,5,3
45090,2018-09-30,18,29521717.1,The Phantom of the Opera,Majestic Theatre,983291.5,1347562.0,87.16,213.0,11281,1605,0.8786,8,0
45091,2018-09-30,18,29521717.1,The Play That Goes Wrong,Lyceum Theatre,263008.0,677688.0,55.45,197.0,4743,854,0.6942,8,0
45092,2018-09-30,18,29521717.1,The Waverly Gallery,John Golden Theatre,307718.0,579264.0,73.13,273.0,4208,787,0.8911,0,6
45093,2018-09-30,18,29521717.1,Waitress,Brooks Atkinson Theatre,602569.75,1019480.0,91.86,270.0,6560,1045,0.7847,8,0
45094,2018-09-30,18,29521717.1,Wicked,Gershwin Theatre,1335224.0,1779845.0,112.54,240.0,11864,1807,0.8207,8,0
45095,2018-10-07,19,33381110.92,Aladdin,New Amsterdam Theatre,1340113.3,1657407.0,101.96,199.5,13143,1727,0.9513,8,0
45096,2018-10-07,19,33381110.92,American Son,Booth Theatre,204803.8,224136.0,141.24,297.0,1450,774,0.9367,0,2
45097,2018-10-07,19,33381110.92,Anastasia,Broadhurst Theatre,677187.6,1105421.0,100.79,350.0,6719,1143,0.7348,8,0
45098,2018-10-07,19,33381110.92,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,829402.28,1106908.0,109.96,247.0,7543,1026,0.919,8,0
45099,2018-10-07,19,33381110.92,Bernhardt/Hamlet,American Airlines Theatre,365370.7,615040.0,80.2,250.0,4556,736,0.7738,8,0
45100,2018-10-07,19,33381110.92,Chicago,Ambassador Theatre,792844.51,967724.0,93.81,203.0,8452,1080,0.9782,8,0
45101,2018-10-07,19,33381110.92,Come From Away,Gerald Schoenfeld Theatre,1186268.74,1181032.0,138.94,297.0,8538,1046,1.0203,8,0
45102,2018-10-07,19,33381110.92,Dear Evan Hansen,Music Box Theatre,1505369.19,1352224.0,188.24,448.0,7997,984,1.0159,8,0
45103,2018-10-07,19,33381110.92,Frozen,St. James Theatre,1600999.2,1829134.0,130.18,325.0,12298,1684,0.9129,8,0
45104,2018-10-07,19,33381110.92,Hamilton,Richard Rodgers Theatre,3227193.0,2895648.0,299.98,849.0,10758,1321,1.018,8,0
45105,2018-10-07,19,33381110.92,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2101243.0,1988464.0,161.93,296.5,12976,1622,1.0,8,0
45106,2018-10-07,19,33381110.92,Head Over Heels,Hudson Theatre,227083.75,883552.0,70.54,258.0,3219,963,0.4178,8,0
45107,2018-10-07,19,33381110.92,King Kong,Broadway Theatre,364854.0,393810.0,105.08,347.0,3472,1736,1.0,0,2
45108,2018-10-07,19,33381110.92,Kinky Boots,Al Hirschfeld Theatre,750620.7,1294256.0,91.71,249.0,8185,1424,0.7185,8,0
45109,2018-10-07,19,33381110.92,Mean Girls,August Wilson Theatre,1341523.0,1328576.0,137.35,349.5,9767,1225,0.9966,8,0
45110,2018-10-07,19,33381110.92,My Fair Lady,Vivian Beaumont Theater,1139773.5,1396120.0,148.5,323.0,7675,1069,0.8975,8,0
45111,2018-10-07,19,33381110.92,Once On This Island,Circle in the Square Theatre,426463.7,792176.0,89.16,249.5,4783,696,0.8590000000000001,8,0
45112,2018-10-07,19,33381110.92,Pretty Woman: The Musical,Nederlander Theatre,1210340.8,1365328.0,134.44,275.0,9003,1168,0.9635,8,0
45113,2018-10-07,19,33381110.92,School of Rock - The Musical,Winter Garden Theatre,745372.4,1443688.0,89.22,223.0,8354,1523,0.6857,8,0
45114,2018-10-07,19,33381110.92,Springsteen On Broadway,Walter Kerr Theatre,2410527.5,2384275.0,508.55,0.0,4740,948,1.0,5,0
45115,2018-10-07,19,33381110.92,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,576926.5,1455668.0,94.84,297.0,6083,1470,0.5173,8,0
45116,2018-10-07,19,33381110.92,The Band's Visit,Ethel Barrymore Theatre,935616.0,1031928.0,115.87,297.0,8075,1039,0.9715,8,0
45117,2018-10-07,19,33381110.92,The Book of Mormon,Eugene O'Neill Theatre,1236053.0,1190502.0,141.81,477.5,8716,1047,1.0406,8,0
45118,2018-10-07,19,33381110.92,The Ferryman,Bernard B. Jacobs Theatre,572006.46,746784.0,98.71,297.0,5795,1019,0.9478,0,6
45119,2018-10-07,19,33381110.92,The Lifespan of a Fact,Studio 54,793068.5,1147184.0,126.18,247.0,6285,1004,0.7825,0,8
45120,2018-10-07,19,33381110.92,The Lion King,Minskoff Theatre,2277162.0,2393692.0,167.78,225.0,13572,1696,1.0003,8,0
45121,2018-10-07,19,33381110.92,The Nap,Samuel J. Friedman Theatre,228087.0,646488.0,60.18,199.0,3790,643,0.7368,8,0
45122,2018-10-07,19,33381110.92,The Phantom of the Opera,Majestic Theatre,1163986.79,1375702.0,94.9,213.0,12266,1605,0.9553,8,0
45123,2018-10-07,19,33381110.92,The Play That Goes Wrong,Lyceum Theatre,298897.5,677688.0,60.76,197.0,4919,854,0.72,8,0
45124,2018-10-07,19,33381110.92,The Waverly Gallery,John Golden Theatre,361161.5,673793.0,70.79,273.0,5102,787,0.9261,0,7
45125,2018-10-07,19,33381110.92,Waitress,Brooks Atkinson Theatre,717115.0,1019480.0,102.68,270.0,6984,1045,0.8354,8,0
45126,2018-10-07,19,33381110.92,Wicked,Gershwin Theatre,1773676.0,1779845.0,126.42,240.0,14030,1807,0.9705,8,0
45127,2018-10-14,20,33387818.47,Aladdin,New Amsterdam Theatre,1281351.7,1566849.0,98.01,199.5,13074,1727,0.9463,8,0
45128,2018-10-14,20,33387818.47,American Son,Booth Theatre,514930.57,888864.0,106.7,248.0,4826,774,0.7794,0,8
45129,2018-10-14,20,33387818.47,Anastasia,Broadhurst Theatre,742381.8,1093588.0,94.41,273.0,7863,1143,0.8599,8,0
45130,2018-10-14,20,33387818.47,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,807677.0,1106908.0,108.24,247.0,7462,1026,0.9091,8,0
45131,2018-10-14,20,33387818.47,Bernhardt/Hamlet,American Airlines Theatre,366680.1,615040.0,83.95,250.0,4368,736,0.7418,8,0
45132,2018-10-14,20,33387818.47,Chicago,Ambassador Theatre,762454.4,967724.0,92.47,187.0,8245,1080,0.9543,8,0
45133,2018-10-14,20,33387818.47,Come From Away,Gerald Schoenfeld Theatre,1125197.0,1154784.0,131.93,297.0,8529,1046,1.0192,8,0
45134,2018-10-14,20,33387818.47,Dear Evan Hansen,Music Box Theatre,1515204.45,1352224.0,189.66,448.0,7989,984,1.0149,8,0
45135,2018-10-14,20,33387818.47,Frozen,St. James Theatre,1573450.8,1829134.0,124.84,325.0,12604,1684,0.9356,8,0
45136,2018-10-14,20,33387818.47,Hamilton,Richard Rodgers Theatre,3245544.0,2895648.0,301.77,849.0,10755,1321,1.0177,8,0
45137,2018-10-14,20,33387818.47,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2054500.0,1988464.0,158.33,296.5,12976,1622,1.0,8,0
45138,2018-10-14,20,33387818.47,Head Over Heels,Hudson Theatre,219034.5,883552.0,69.67,258.0,3144,963,0.4081,8,0
45139,2018-10-14,20,33387818.47,King Kong,Broadway Theatre,832523.75,1166006.0,79.84,347.0,10428,1738,1.0,0,6
45140,2018-10-14,20,33387818.47,Kinky Boots,Al Hirschfeld Theatre,717013.6,1294256.0,90.51,249.0,7922,1424,0.6954,8,0
45141,2018-10-14,20,33387818.47,Mean Girls,August Wilson Theatre,1386133.55,1328576.0,142.11,299.5,9754,1225,0.9953,8,0
45142,2018-10-14,20,33387818.47,My Fair Lady,Vivian Beaumont Theater,1093904.0,1396120.0,144.39,323.0,7576,1069,0.8859,8,0
45143,2018-10-14,20,33387818.47,Once On This Island,Circle in the Square Theatre,430394.1,792176.0,90.48,249.5,4757,696,0.8543,8,0
45144,2018-10-14,20,33387818.47,Pretty Woman: The Musical,Nederlander Theatre,1193965.2,1365328.0,131.32,275.0,9092,1168,0.973,8,0
45145,2018-10-14,20,33387818.47,School of Rock - The Musical,Winter Garden Theatre,672027.0,1443688.0,85.79,223.0,7833,1523,0.6429,8,0
45146,2018-10-14,20,33387818.47,Springsteen On Broadway,Walter Kerr Theatre,1929795.0,1907420.0,508.91,0.0,3792,948,1.0,4,0
45147,2018-10-14,20,33387818.47,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,690915.5,1455668.0,94.39,297.0,7320,1470,0.6224,8,0
45148,2018-10-14,20,33387818.47,The Band's Visit,Ethel Barrymore Theatre,902312.54,1024568.0,117.11,297.0,7705,1039,0.927,8,0
45149,2018-10-14,20,33387818.47,The Book of Mormon,Eugene O'Neill Theatre,1180831.0,1190502.0,136.01,477.5,8682,1047,1.0365,8,0
