,week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
44613,2018-06-17,3,39653551.79,Frozen,St. James Theatre,1914730.0,1805240.0,142.81,297.0,13408,1684,0.9952,8,0
44614,2018-06-17,3,39653551.79,Hamilton,Richard Rodgers Theatre,3131174.0,2895648.0,291.16,849.0,10754,1321,1.0176,8,0
44615,2018-06-17,3,39653551.79,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2277446.0,1988464.0,175.51,296.5,12976,1622,1.0,8,0
44616,2018-06-17,3,39653551.79,"Hello, Dolly!",Sam S. Shubert Theatre,943079.76,1371056.0,88.0,297.0,10717,1446,0.9264,8,0
44617,2018-06-17,3,39653551.79,Kinky Boots,Al Hirschfeld Theatre,665621.0,1294256.0,86.24,249.0,7718,1424,0.6775,8,0
44618,2018-06-17,3,39653551.79,Mean Girls,August Wilson Theatre,1572995.95,1469426.0,158.97,399.5,9895,1225,1.0097,8,0
44619,2018-06-17,3,39653551.79,My Fair Lady,Vivian Beaumont Theater,1272957.0,1396120.0,148.85,323.0,8552,1069,1.0,8,0
44620,2018-06-17,3,39653551.79,Once On This Island,Circle in the Square Theatre,617297.1,792176.0,110.75,249.5,5574,696,1.0011,8,0
44621,2018-06-17,3,39653551.79,School of Rock - The Musical,Winter Garden Theatre,963394.76,1443688.0,93.48,248.0,10306,1523,0.8459,8,0
44622,2018-06-17,3,39653551.79,"SpongeBob SquarePants, The Broadway Musical",Palace Theatre,967018.5,1408776.0,82.1,248.0,11779,1610,0.9145,8,0
44623,2018-06-17,3,39653551.79,Springsteen On Broadway,Walter Kerr Theatre,1930270.0,1907420.0,509.04,0.0,3792,948,1.0,4,0
44624,2018-06-17,3,39653551.79,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,1012956.6,1455668.0,106.58,197.0,9504,1470,0.8082,8,0
44625,2018-06-17,3,39653551.79,The Band's Visit,Ethel Barrymore Theatre,1069845.21,1024568.0,128.71,297.0,8312,1039,1.0,8,0
44626,2018-06-17,3,39653551.79,The Book of Mormon,Eugene O'Neill Theatre,1164198.0,1190502.0,134.54,477.5,8653,1047,1.0331,8,0
44627,2018-06-17,3,39653551.79,The Boys in the Band,Booth Theatre,1033225.54,957024.0,162.79,397.0,6347,774,1.025,8,0
44628,2018-06-17,3,39653551.79,The Iceman Cometh,Bernard B. Jacobs Theatre,861970.94,1194930.0,130.23,397.0,6619,1054,0.8971,7,0
44629,2018-06-17,3,39653551.79,The Lion King,Minskoff Theatre,2285109.0,2124285.0,168.42,225.0,13568,1696,1.0,8,0
44630,2018-06-17,3,39653551.79,The Phantom of the Opera,Majestic Theatre,1142763.73,1356418.0,88.72,213.0,12880,1605,1.0031,8,0
44631,2018-06-17,3,39653551.79,The Play That Goes Wrong,Lyceum Theatre,379796.5,677688.0,67.08,197.0,5662,854,0.8287,8,0
44632,2018-06-17,3,39653551.79,Three Tall Women,John Golden Theatre,1077919.44,932456.0,171.15,423.0,6298,787,1.0003,8,0
44633,2018-06-17,3,39653551.79,Travesties,American Airlines Theatre,526489.1,655224.0,95.86,250.0,5492,727,0.9443,8,0
44634,2018-06-17,3,39653551.79,Waitress,Brooks Atkinson Theatre,985227.0,1019480.0,118.99,270.0,8280,1045,0.9904,8,0
44635,2018-06-17,3,39653551.79,Wicked,Gershwin Theatre,1945441.0,1779845.0,127.1,240.0,15306,1926,0.9934,8,0
44636,2018-06-24,4,40285883.82,A Bronx Tale The Musical,Longacre Theatre,558775.91,921066.0,83.04,225.0,6729,1044,0.8057,8,0
44637,2018-06-24,4,40285883.82,Aladdin,New Amsterdam Theatre,1551644.5,1590347.0,112.98,215.5,13734,1727,0.9941,8,0
44638,2018-06-24,4,40285883.82,Anastasia,Broadhurst Theatre,847757.66,1093588.0,100.45,273.0,8440,1143,0.9229999999999999,8,0
44639,2018-06-24,4,40285883.82,Angels in America: A Gay Fantasia on National Themes,Neil Simon Theatre,1097637.5,1362036.0,118.51,247.0,9262,1422,0.9305,7,0
44640,2018-06-24,4,40285883.82,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,784154.86,1106908.0,104.01,247.0,7539,1026,0.9185,8,0
44641,2018-06-24,4,40285883.82,Carousel,Imperial Theatre,1106814.0,1622728.0,117.51,323.0,9419,1428,0.8245,8,0
44642,2018-06-24,4,40285883.82,Chicago,Ambassador Theatre,672384.1,958024.0,87.6,187.0,7676,1080,0.8884,8,0
44643,2018-06-24,4,40285883.82,Come From Away,Gerald Schoenfeld Theatre,1223504.0,1260966.0,143.27,347.0,8540,1046,1.0206,8,0
44644,2018-06-24,4,40285883.82,Dear Evan Hansen,Music Box Theatre,1714309.12,1425136.0,214.45,448.0,7994,984,1.0155,8,0
44645,2018-06-24,4,40285883.82,Escape to Margaritaville,Marquis Theatre,567991.0,1752864.0,78.44,247.0,7241,1626,0.5567,8,0
44646,2018-06-24,4,40285883.82,Frozen,St. James Theatre,1914530.5,1824344.0,142.31,297.0,13453,1684,0.9986,8,0
44647,2018-06-24,4,40285883.82,Hamilton,Richard Rodgers Theatre,3132866.0,2895648.0,291.27,849.0,10756,1321,1.0178,8,0
44648,2018-06-24,4,40285883.82,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2240197.0,1988464.0,172.64,296.5,12976,1622,1.0,8,0
44649,2018-06-24,4,40285883.82,Head Over Heels,Hudson Theatre,68044.25,104979.6,74.94,258.0,908,963,0.9429,0,1
44650,2018-06-24,4,40285883.82,"Hello, Dolly!",Sam S. Shubert Theatre,958524.6,1371056.0,89.1,297.0,10758,1446,0.93,8,0
44651,2018-06-24,4,40285883.82,Kinky Boots,Al Hirschfeld Theatre,746132.45,1294256.0,91.42,249.0,8162,1424,0.7165,8,0
44652,2018-06-24,4,40285883.82,Mean Girls,August Wilson Theatre,1578400.75,1469426.0,159.43,399.5,9900,1225,1.0102,8,0
44653,2018-06-24,4,40285883.82,My Fair Lady,Vivian Beaumont Theater,1302718.0,1396120.0,152.33,323.0,8552,1069,1.0,8,0
44654,2018-06-24,4,40285883.82,Once On This Island,Circle in the Square Theatre,686414.0,792176.0,119.48,249.5,5745,696,1.0318,8,0
44655,2018-06-24,4,40285883.82,School of Rock - The Musical,Winter Garden Theatre,1048776.8,1443688.0,95.33,248.0,11002,1523,0.903,8,0
44656,2018-06-24,4,40285883.82,"SpongeBob SquarePants, The Broadway Musical",Palace Theatre,1007361.0,1408776.0,85.44,248.0,11790,1610,0.9154,8,0
44657,2018-06-24,4,40285883.82,Springsteen On Broadway,Walter Kerr Theatre,2411075.0,2384275.0,508.67,0.0,4740,948,1.0,5,0
44658,2018-06-24,4,40285883.82,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,1033008.0,1455668.0,106.3,197.0,9718,1470,0.8264,8,0
44659,2018-06-24,4,40285883.82,The Band's Visit,Ethel Barrymore Theatre,1087557.0,1024568.0,130.84,297.0,8312,1039,1.0,8,0
44660,2018-06-24,4,40285883.82,The Book of Mormon,Eugene O'Neill Theatre,1171857.0,1190502.0,134.88,477.5,8688,1047,1.0372,8,0
44661,2018-06-24,4,40285883.82,The Boys in the Band,Booth Theatre,1037975.2,957024.0,163.28,397.0,6357,774,1.0266,8,0
44662,2018-06-24,4,40285883.82,The Iceman Cometh,Bernard B. Jacobs Theatre,870993.36,1194930.0,129.32,348.0,6735,1054,0.9128,7,0
44663,2018-06-24,4,40285883.82,The Lion King,Minskoff Theatre,2308012.0,2146039.0,170.06,225.0,13572,1696,1.0003,8,0
44664,2018-06-24,4,40285883.82,The Phantom of the Opera,Majestic Theatre,1120965.8,1356418.0,91.02,213.0,12316,1605,0.9592,8,0
44665,2018-06-24,4,40285883.82,The Play That Goes Wrong,Lyceum Theatre,413779.8,677688.0,71.35,197.0,5799,854,0.8488,8,0
44666,2018-06-24,4,40285883.82,Three Tall Women,John Golden Theatre,1275918.36,1050075.0,180.14,423.0,7083,787,1.0,9,0
44667,2018-06-24,4,40285883.82,Waitress,Brooks Atkinson Theatre,763427.3,1019480.0,98.34,270.0,7763,1045,0.9286,8,0
44668,2018-06-24,4,40285883.82,Wicked,Gershwin Theatre,1982377.0,1779845.0,128.98,240.0,15370,1926,0.9975,8,0
44669,2018-07-01,5,38126488.51,A Bronx Tale The Musical,Longacre Theatre,543181.84,921066.0,83.72,225.0,6488,1044,0.7768,8,0
44670,2018-07-01,5,38126488.51,Aladdin,New Amsterdam Theatre,1533450.0,1606617.0,112.49,215.5,13632,1727,0.9867,8,0
44671,2018-07-01,5,38126488.51,Anastasia,Broadhurst Theatre,788824.2,1105421.0,99.72,273.0,7910,1143,0.865,8,0
44672,2018-07-01,5,38126488.51,Angels in America: A Gay Fantasia on National Themes,Neil Simon Theatre,1139835.0,1362036.0,121.86,247.0,9354,1422,0.9397,7,0
44673,2018-07-01,5,38126488.51,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,713307.35,1106908.0,102.37,247.0,6968,1026,0.8489,8,0
44674,2018-07-01,5,38126488.51,Carousel,Imperial Theatre,912092.0,1622728.0,101.94,323.0,8947,1428,0.7832,8,0
44675,2018-07-01,5,38126488.51,Chicago,Ambassador Theatre,637078.85,958024.0,86.72,187.0,7346,1080,0.8502,8,0
44676,2018-07-01,5,38126488.51,Come From Away,Gerald Schoenfeld Theatre,1153171.65,1260966.0,135.06,347.0,8538,1046,1.0203,8,0
44677,2018-07-01,5,38126488.51,Dear Evan Hansen,Music Box Theatre,1686323.9,1425136.0,211.11,448.0,7988,984,1.0147,8,0
44678,2018-07-01,5,38126488.51,Escape to Margaritaville,Marquis Theatre,656921.0,1752864.0,78.55,247.0,8363,1626,0.6429,8,0
44679,2018-07-01,5,38126488.51,Frozen,St. James Theatre,2012041.0,1934448.0,149.79,297.0,13432,1684,0.997,8,0
44680,2018-07-01,5,38126488.51,Hamilton,Richard Rodgers Theatre,3119095.0,2895648.0,289.99,849.0,10756,1321,1.0178,8,0
44681,2018-07-01,5,38126488.51,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2242920.0,1988464.0,172.85,296.5,12976,1622,1.0,8,0
44682,2018-07-01,5,38126488.51,Head Over Heels,Hudson Theatre,348117.25,870832.0,54.89,258.0,6342,948,0.8362,0,8
44683,2018-07-01,5,38126488.51,"Hello, Dolly!",Sam S. Shubert Theatre,877767.58,1371056.0,83.94,297.0,10457,1446,0.904,8,0
44684,2018-07-01,5,38126488.51,Kinky Boots,Al Hirschfeld Theatre,676383.45,1294256.0,86.95,249.0,7779,1424,0.6828,8,0
44685,2018-07-01,5,38126488.51,Mean Girls,August Wilson Theatre,1592304.5,1469426.0,160.79,399.5,9903,1225,1.0105,8,0
44686,2018-07-01,5,38126488.51,My Fair Lady,Vivian Beaumont Theater,1322525.0,1396120.0,154.65,323.0,8552,1069,1.0,8,0
44687,2018-07-01,5,38126488.51,Once On This Island,Circle in the Square Theatre,595726.5,792176.0,109.55,249.5,5438,696,0.9767,8,0
44688,2018-07-01,5,38126488.51,School of Rock - The Musical,Winter Garden Theatre,957664.48,1443688.0,93.58,248.0,10234,1523,0.84,8,0
44689,2018-07-01,5,38126488.51,"SpongeBob SquarePants, The Broadway Musical",Palace Theatre,937089.5,1408776.0,82.75,248.0,11325,1610,0.8793,8,0
44690,2018-07-01,5,38126488.51,Springsteen On Broadway,Walter Kerr Theatre,1929002.5,1907420.0,508.7,0.0,3792,948,1.0,4,0
44691,2018-07-01,5,38126488.51,Straight White Men,Helen Hayes Theater,128457.5,239361.0,81.05,249.0,1585,581,0.9094,0,3
44692,2018-07-01,5,38126488.51,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,949959.2,1455668.0,106.03,297.0,8959,1470,0.7618,8,0
44693,2018-07-01,5,38126488.51,The Band's Visit,Ethel Barrymore Theatre,1112168.8,1024568.0,133.8,297.0,8312,1039,1.0,8,0
44694,2018-07-01,5,38126488.51,The Book of Mormon,Eugene O'Neill Theatre,1123930.5,1190502.0,130.45,477.5,8616,1047,1.0287,8,0
44695,2018-07-01,5,38126488.51,The Boys in the Band,Booth Theatre,1023209.8,957024.0,161.54,397.0,6334,774,1.0229,8,0
44696,2018-07-01,5,38126488.51,The Iceman Cometh,Bernard B. Jacobs Theatre,911248.5,1194930.0,128.53,348.0,7090,1054,0.961,7,0
44697,2018-07-01,5,38126488.51,The Lion King,Minskoff Theatre,2331687.0,2126160.0,171.84,225.0,13569,1696,1.0001,8,0
44698,2018-07-01,5,38126488.51,The Phantom of the Opera,Majestic Theatre,1134612.46,1356418.0,92.84,213.0,12221,1605,0.9518,8,0
44699,2018-07-01,5,38126488.51,The Play That Goes Wrong,Lyceum Theatre,349077.0,677688.0,66.49,197.0,5250,854,0.7684,8,0
44700,2018-07-01,5,38126488.51,Waitress,Brooks Atkinson Theatre,723508.2,1019480.0,94.66,270.0,7643,1045,0.9142,8,0
44701,2018-07-01,5,38126488.51,Wicked,Gershwin Theatre,1963807.0,1779845.0,130.15,240.0,15089,1926,0.9793,8,0
44702,2018-07-08,6,33865379.57,A Bronx Tale The Musical,Longacre Theatre,524499.85,932228.0,80.61,225.0,6507,1044,0.7791,8,0
44703,2018-07-08,6,33865379.57,Aladdin,New Amsterdam Theatre,1601458.5,1775688.0,116.35,215.5,13764,1727,0.9962,8,0
44704,2018-07-08,6,33865379.57,Anastasia,Broadhurst Theatre,764871.9,1105421.0,95.59,273.0,8002,1143,0.8751,8,0
44705,2018-07-08,6,33865379.57,Angels in America: A Gay Fantasia on National Themes,Neil Simon Theatre,912837.5,1148965.0,108.22,247.0,8435,1422,0.9886,6,0
44706,2018-07-08,6,33865379.57,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,674540.28,1106908.0,95.09,247.0,7094,1026,0.8643,8,0
44707,2018-07-08,6,33865379.57,Carousel,Imperial Theatre,736028.68,1626658.0,80.4,323.0,9155,1428,0.8014,8,0
44708,2018-07-08,6,33865379.57,Chicago,Ambassador Theatre,635010.75,958024.0,84.71,187.0,7496,1080,0.8676,8,0
44709,2018-07-08,6,33865379.57,Come From Away,Gerald Schoenfeld Theatre,1035985.15,1260966.0,121.42,347.0,8532,1046,1.0196,8,0
44710,2018-07-08,6,33865379.57,Dear Evan Hansen,Music Box Theatre,1625795.68,1429344.0,203.35,448.0,7995,984,1.0156,8,0
44711,2018-07-08,6,33865379.57,Frozen,St. James Theatre,2079471.0,2036628.0,156.61,325.0,13278,1684,0.9856,8,0
44712,2018-07-08,6,33865379.57,Hamilton,Richard Rodgers Theatre,3173284.0,2895648.0,295.08,849.0,10754,1321,1.0176,8,0
44713,2018-07-08,6,33865379.57,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2192011.0,1988464.0,168.93,296.5,12976,1622,1.0,8,0
44714,2018-07-08,6,33865379.57,Head Over Heels,Hudson Theatre,295897.75,870832.0,46.15,258.0,6412,948,0.8455,0,8
44715,2018-07-08,6,33865379.57,"Hello, Dolly!",Sam S. Shubert Theatre,777296.0,1371056.0,75.3,297.0,10322,1446,0.8923,8,0
44716,2018-07-08,6,33865379.57,Kinky Boots,Al Hirschfeld Theatre,672022.25,1294256.0,80.45,249.0,8353,1424,0.7332,8,0
44717,2018-07-08,6,33865379.57,Mean Girls,August Wilson Theatre,1571582.6,1469426.0,158.78,399.5,9898,1225,1.01,8,0
44718,2018-07-08,6,33865379.57,My Fair Lady,Vivian Beaumont Theater,1300772.0,1396120.0,152.71,323.0,8518,1069,0.996,8,0
44719,2018-07-08,6,33865379.57,Once On This Island,Circle in the Square Theatre,545569.2,792176.0,107.37,249.5,5081,696,0.9125,8,0
44720,2018-07-08,6,33865379.57,School of Rock - The Musical,Winter Garden Theatre,935102.6,1443688.0,91.34,223.0,10238,1523,0.8403,8,0
44721,2018-07-08,6,33865379.57,"SpongeBob SquarePants, The Broadway Musical",Palace Theatre,891817.5,1408776.0,77.55,248.0,11500,1610,0.8929,8,0
44722,2018-07-08,6,33865379.57,Straight White Men,Helen Hayes Theater,302222.3,638296.0,73.02,249.0,4139,581,0.8905,0,8
44723,2018-07-08,6,33865379.57,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,743384.5,1455668.0,101.13,297.0,7351,1470,0.6251,8,0
